fund_code,fund_name,strategy,company_name,company_code,instrument_id,instrument_type,deal_date,principal_invested,currency,coupon_rate,maturity_date,internal_price,position_status,entry_date,last_valuation,interest_accrued,settlement_status,fx_date,rate,q1_2025_return_pct,principal_usd,valuation_usd,interest_usd,unrealized_pnl_usd,unrealized_pnl_pct,fund_total,concentration_pct,concentration_flag
SSF-022,Sixth Street European Direct Lending Fund XXII,European Credit,Quantum Diagnostics,QNTDX,QNTDX-2030-UTR,Unitranche,2025-02-06,32000000.0,EUR,5.19,2030-02-06,97.9,Active,2025-03-31,31737101.0,415200.0,Settled,2025-03-31,1.0815,1.95,34608000.0,34323674.7315,449038.8,-284325.26850000024,-0.8215593750000006,144818627.373,23.701146291833524,False
SSF-022,Sixth Street European Direct Lending Fund XXII,European Credit,DataStream Analytics,DTSTR,DTSTR-2032-RCF,Revolving Credit Facility,2025-03-09,22000000.0,EUR,5.21,2032-03-09,104.1,Active,2025-03-31,23011198.0,286550.0,Break,2025-03-31,1.0815,1.95,23792999.999999996,24886610.637,309903.82499999995,1093610.637000002,4.596354545454554,144818627.373,17.18467512670256,False
SSF-022,Sixth Street European Direct Lending Fund XXII,European Credit,Thames Grid Solutions,THMGS,THMGS-2027-BRL,Bridge Loan,2025-03-25,12000000.0,EUR,4.57,2027-03-25,96.5,Active,2025-03-31,10608802.0,137100.0,Settled,2025-03-31,1.0815,1.95,12977999.999999998,11473419.363,148273.65,-1504580.6369999982,-11.593316666666654,144818627.373,7.922612975365838,False
SSF-022,Sixth Street European Direct Lending Fund XXII,European Credit,Caledonian Rail,CLDRN,CLDRN-2031-SUB,Subordinated Note,2025-02-08,45000000.0,EUR,5.91,2031-02-08,90.3,Active,2025-03-31,48563346.0,664875.0,Settled,2025-03-31,1.0815,1.95,48667499.99999999,52521258.69899999,719062.3124999999,3853758.699000001,7.91854666666667,144818627.373,36.26692204706814,False
SSF-023,Sixth Street Global Opportunities Fund XXIII,Opportunistic Credit,Windsor Utilities,WNDSR,WNDSR-2031-CVT,Convertible Note,2025-02-24,30000000.0,USD,6.08,2031-02-24,98.5,Active,2025-03-31,30760886.0,456000.0,Break,2025-03-31,1.0,2.15,30000000.0,30760886.0,456000.0,760886.0,2.536286666666667,89767065.0,34.26745209949774,False
SSF-023,Sixth Street Global Opportunities Fund XXIII,Opportunistic Credit,Pacific Semiconductor,PACSM,PACSM-2031-RCF,Revolving Credit Facility,2025-01-24,40000000.0,USD,4.76,2031-01-24,94.0,Active,2025-03-31,42543494.0,476000.0,Settled,2025-03-31,1.0,2.15,40000000.0,42543494.0,476000.0,2543494.0,6.358735,89767065.0,47.393210416314716,True
SSF-023,Sixth Street Global Opportunities Fund XXIII,Opportunistic Credit,Horizon Shipping,HRZNS,HRZNS-2031-TL,Term Loan,2025-02-24,16000000.0,USD,4.25,2031-02-24,101.8,Active,2025-03-31,16462685.0,170000.0,Settled,2025-03-31,1.0,2.15,16000000.0,16462685.0,170000.0,462685.0,2.89178125,89767065.0,18.339337484187546,False
SSF-024,Sixth Street Infrastructure Credit Fund XXIV,Infrastructure,SilverLake Ventures,SVLKV,SVLKV-2028-UTR,Unitranche,2025-02-06,14000000.0,GBP,8.41,2028-02-06,94.7,Active,2025-03-31,12427249.0,294350.0,Pending,2025-03-31,1.2712,1.68,17796800.0,15797518.928800002,374177.72000000003,-1999281.0711999983,-11.233935714285705,114383690.8424,13.810988972690277,False
SSF-024,Sixth Street Infrastructure Credit Fund XXIV,Infrastructure,Cascade Telecom,CSCTL,CSCTL-2028-BRL,Bridge Loan,2025-03-05,10000000.0,GBP,9.33,2028-03-05,98.9,Active,2025-03-31,9541060.0,233250.0,Settled,2025-03-31,1.2712,1.68,12712000.000000002,12128595.472000001,296507.4,-583404.5280000009,-4.589400000000006,114383690.8424,10.60343077118486,False
SSF-024,Sixth Street Infrastructure Credit Fund XXIV,Infrastructure,Redwood Capital Partners,RDWCP,RDWCP-2026-SUB,Subordinated Note,2025-02-11,8000000.0,GBP,6.73,2026-02-11,97.5,Active,2025-03-31,8112730.0,134600.0,Settled,2025-03-31,1.2712,1.68,10169600.0,10312902.376,171103.52000000002,143302.37600000016,1.4091250000000017,114383690.8424,9.016060156870887,False
SSF-024,Sixth Street Infrastructure Credit Fund XXIV,Infrastructure,Vanguard Aerospace,VNGRD,VNGRD-2028-SSN,Senior Secured Note,2025-02-03,45000000.0,GBP,3.74,2028-02-03,91.0,Active,2025-03-31,43860598.0,420750.0,Settled,2025-03-31,1.2712,1.68,57204000.00000001,55755592.177600004,534857.4,-1448407.8224000037,-2.5320044444444507,114383690.8424,48.744354869979766,True
SSF-024,Sixth Street Infrastructure Credit Fund XXIV,Infrastructure,Sterling Industrial,STRLI,STRLI-2027-SSN,Senior Secured Note,2025-01-08,15000000.0,GBP,8.27,2027-01-08,105.2,Active,2025-03-31,16039240.0,310125.0,Pending,2025-03-31,1.2712,1.68,19068000.0,20389081.888,394230.9,1321081.8880000003,6.928266666666668,114383690.8424,17.825165229274216,False
SSF-025,Sixth Street Specialty Finance Fund XXV,CLO / Structured,Atlas Chemicals,ATLSC,ATLSC-2030-UTR,Unitranche,2025-02-10,20000000.0,USD,8.04,2030-02-10,96.1,Active,2025-03-31,20310444.0,402000.0,Pending,2025-03-31,1.0,1.92,20000000.0,20310444.0,402000.0,310444.0,1.55222,68119505.0,29.815900746783168,False
SSF-025,Sixth Street Specialty Finance Fund XXV,CLO / Structured,Meridian Hotels,MRDNH,MRDNH-2028-EQ,Equity Warrant,2025-01-21,16000000.0,USD,,2028-01-21,,Active,2025-03-31,14734154.0,0.0,Settled,2025-03-31,1.0,1.92,16000000.0,14734154.0,0.0,-1265846.0,-7.9115375000000006,68119505.0,21.6298606397683,False
SSF-025,Sixth Street Specialty Finance Fund XXV,CLO / Structured,Ironclad Security,IRNCS,IRNCS-2027-MZN,Mezzanine Debt,2025-03-20,12000000.0,USD,4.02,2027-03-20,96.5,Active,2025-03-31,10703954.0,120600.0,Break,2025-03-31,1.0,1.92,12000000.0,10703954.0,120600.0,-1296046.0,-10.800383333333333,68119505.0,15.713493514082346,False
SSF-025,Sixth Street Specialty Finance Fund XXV,CLO / Structured,Olympus Mining,OLYMN,OLYMN-2027-SSN,Senior Secured Note,2025-02-03,25000000.0,USD,7.6,2027-02-03,101.2,Active,2025-03-31,22370953.0,475000.0,Settled,2025-03-31,1.0,1.92,25000000.0,22370953.0,475000.0,-2629047.0,-10.516188,68119505.0,32.84074509936618,False
SSF-026,Sixth Street Real Assets Fund XXVI,Real Estate Debt,Zenith Healthcare,ZNTHL,ZNTHL-2031-UTR,Unitranche,2025-03-05,18000000.0,USD,5.76,2031-03-05,98.7,Active,2025-03-31,17438181.0,259200.0,Settled,2025-03-31,1.0,1.55,18000000.0,17438181.0,259200.0,-561819.0,-3.1212166666666668,99856299.0,17.463275902104083,False
SSF-026,Sixth Street Real Assets Fund XXVI,Real Estate Debt,Falcon Logistics,FLCNL,FLCNL-2027-BND,Corporate Bond,2025-02-15,25000000.0,USD,6.87,2027-02-15,103.2,Active,2025-03-31,24241376.0,429375.0,Break,2025-03-31,1.0,1.55,25000000.0,24241376.0,429375.0,-758624.0,-3.034496,99856299.0,24.27626123015034,False
SSF-026,Sixth Street Real Assets Fund XXVI,Real Estate Debt,Neptune Offshore,NPTNO,NPTNO-2031-CVT,Convertible Note,2025-02-15,32000000.0,USD,9.13,2031-02-15,98.0,Active,2025-03-31,33288462.0,730400.0,Settled,2025-03-31,1.0,1.55,32000000.0,33288462.0,730400.0,1288462.0,4.02644375,99856299.0,33.3363666923005,False
SSF-026,Sixth Street Real Assets Fund XXVI,Real Estate Debt,Titan Construction,TTNCO,TTNCO-2029-SSN,Senior Secured Note,2025-01-22,28000000.0,USD,6.92,2029-01-22,90.4,Active,2025-03-31,24888280.0,484400.0,Settled,2025-03-31,1.0,1.55,28000000.0,24888280.0,484400.0,-3111720.0,-11.113285714285714,99856299.0,24.924096175445076,False
SSF-027,Sixth Street Asia Growth Fund XXVII,Asia-Pacific,Eclipse Fintech,ECLPF,ECLPF-2026-UTR,Unitranche,2025-01-16,22000000.0,USD,6.75,2026-01-16,102.2,Active,2025-03-31,19372476.0,371250.0,Settled,2025-03-31,1.0,2.44,22000000.0,19372476.0,371250.0,-2627524.0,-11.943290909090909,45640617.0,42.44569261629395,True
SSF-027,Sixth Street Asia Growth Fund XXVII,Asia-Pacific,Aurora Clean Energy,AURCE,AURCE-2028-SUB,Subordinated Note,2025-02-03,16000000.0,USD,9.48,2028-02-03,97.0,Active,2025-03-31,16464551.0,379200.0,Settled,2025-03-31,1.0,2.44,16000000.0,16464551.0,379200.0,464551.0,2.90344375,45640617.0,36.074339222889996,False
SSF-027,Sixth Street Asia Growth Fund XXVII,Asia-Pacific,Cobalt Materials,CBLTM,CBLTM-2028-EQ,Equity Warrant,2025-02-14,,USD,,2028-02-14,,Active,2025-03-31,9803590.0,0.0,Settled,2025-03-31,1.0,2.44,,9803590.0,0.0,,,45640617.0,21.479968160816053,False
SSF-028,Sixth Street Distressed Credit Fund XXVIII,Distressed Debt,Neptune Offshore,NPTNO,NPTNO-2029-BND,Corporate Bond,2025-01-28,18000000.0,EUR,8.99,2029-01-28,98.1,Active,2025-03-31,17912733.0,404550.0,Pending,2025-03-31,1.0815,2.78,19467000.0,19372620.739499997,437520.82499999995,-94379.26050000265,-0.4848166666666803,19372620.739499997,100.0,True
SSF-005,Sixth Street Growth Equity Fund V,Growth Equity,SilverLake Ventures,SVLKV,SVLKV-2030-EQ,Equity Warrant,2025-03-20,8000000.0,USD,,2030-03-20,,Active,,,,,,1.0,3.21,8000000.0,0.0,0.0,-8000000.0,-100.0,76135932.0,0.0,False
SSF-004,Sixth Street European Credit Fund IV,European Credit,Genève Immobilier Sàrl,GNVIM,GNVIM-2029-SSN,Senior Secured Note,2025-01-18,22000000.0,EUR,5.25,2029-01-18,99.4,Active,2025-03-31,19915243.0,288750.0,Break,2025-03-31,1.0815,1.95,23792999.999999996,21538335.3045,312283.125,-2254664.6954999976,-9.476168181818172,121126429.66199999,17.781697491292476,False
SSF-013,Sixth Street European Opportunities Fund XIII,European Credit,Geneve Immobilier S.A.R.L,GNVIM,GNVIM-2031-TL,Term Loan,2025-02-12,18000000.0,EUR,5.75,2031-02-12,97.8,Active,2025-03-31,18403750.0,258750.0,Break,2025-03-31,1.0815,1.95,19467000.0,19903655.625,279838.125,436655.625,2.2430555555555554,77793524.66549999,25.58523438882942,False
SSF-004,Sixth Street European Credit Fund IV,European Credit,Müller & Söhne GmbH,MLRSH,MLRSH-2028-BND,Corporate Bond,2025-02-05,15000000.0,EUR,4.5,2028-02-05,101.3,Active,2025-03-31,15099516.0,168750.0,Break,2025-03-31,1.0815,1.95,16222499.999999998,16330126.553999998,182503.12499999997,107626.55399999954,0.6634399999999973,121126429.66199999,13.481885497301269,False
SSF-022,Sixth Street European Direct Lending Fund XXII,European Credit,Mueller & Soehne GmbH,MLRSH,MLRSH-2030-TL,Term Loan,2025-03-10,20000000.0,EUR,5.1,2030-03-10,98.5,Active,2025-03-31,19984895.0,255000.0,Settled,2025-03-31,1.0815,1.95,21629999.999999996,21613663.9425,275782.5,-16336.057499997318,-0.07552499999998762,144818627.373,14.92464355902993,False
SSF-007,Sixth Street Asia-Pacific Opportunities Fund VII,Asia-Pacific,São Paulo Holdings,SPHLG,SPHLG-2029-SSN,Senior Secured Note,2025-01-25,16000000.0,USD,7.25,2029-01-25,96.8,Active,2025-03-31,14522875.0,290000.0,Pending,2025-03-31,1.0,2.44,16000000.0,14522875.0,290000.0,-1477125.0,-9.23203125,119776029.0,12.125026285518281,False
SSF-016,Sixth Street Asia Credit Fund XVI,Asia-Pacific,Sao Paulo Holdings,SPHLG,SPHLG-2031-MZN,Mezzanine Debt,2025-03-01,12000000.0,USD,8.75,2031-03-01,94.5,Active,2025-03-31,10761300.0,262500.0,Pending,2025-03-31,1.0,2.44,12000000.0,10761300.0,262500.0,-1238700.0,-10.3225,141325488.0,7.614550037853045,False
